customer,email,purchase_amt,revenue,number_of_orders,number_of_orders2,recency_days
10615,0,0,112,2,4,500
10616,0,0,178,2,4,1
10617,0,0,99,1,1,2
10618,0,0,22,1,1,11
10619,0,0,54,1,1,25
10620,0,0,16.5,2,4,526
10621,0,0,0,1,1,392
10622,1,0,27,1,1,221
10623,0,0,63.5,2,4,101
10624,1,0,144,2,4,145
10625,0,26.9,116.5,4,16,35
10626,1,0,152.8,8,64,88
10627,0,0,39.5,2,4,520
10628,0,0,74,3,9,22
10629,1,0,591.65,22,484,264
10630,1,0,401,9,81,50
10631,0,0,75,1,1,656
10632,0,0,61.5,2,4,625
10633,0,0,99,1,1,420
10634,0,0,79,4,16,138
10635,1,0,398.5,10,100,70
10636,1,203.65,1041.2,35,1225,80
10637,0,0,88,2,4,266
10638,1,181,1971,46,2116,55
10639,0,0,49.5,1,1,21
10640,1,0,112,4,16,41
10641,0,0,76.5,2,4,28
10642,0,0,38,2,4,719
10643,0,0,39.5,2,4,512
10644,0,0,26,1,1,388
10645,0,0,106.5,4,16,168
10646,0,88,242.5,10,100,37
10647,0,0,44,1,1,61
10648,0,0,200.85,6,36,17
10649,1,0,114,2,4,47
10650,1,0,263.4,9,81,153
10651,1,0,323.75,6,36,277
10652,0,0,59,2,4,16
10653,0,0,79.95,3,9,435
10654,0,0,32,1,1,51
10655,0,0,34,1,1,148
10656,0,0,221.9,6,36,31
10657,1,0,213.5,7,49,15
10658,0,0,444.95,12,144,26
10659,1,19.95,378.3,14,196,26
10660,0,0,126.75,3,9,301
10661,1,0,119.9,2,4,389
10662,1,0,233,7,49,161
10663,1,0,34,1,1,624
10664,0,0,79,4,16,531
10665,1,0,712.6,13,169,521
10666,0,0,109,1,1,536
10667,0,0,44,2,4,27
10668,0,71.9,194.5,8,64,24
10669,0,0,275,9,81,394
10670,0,0,110,1,1,245
10671,1,0,192.5,5,25,39
10672,0,0,49.5,1,1,5
10673,0,49,145.5,3,9,13
10674,1,0,52.85,3,9,408
10675,0,0,432.2,16,256,307
10676,1,79,899.4,27,729,69
10677,0,0,39.5,2,4,501
10678,0,0,163.5,5,25,460
10679,1,0,79,4,16,521
10680,0,0,75,1,1,521
10681,0,0,68.5,2,4,25
10682,0,0,521,17,289,190
10683,0,0,162,3,9,109
10684,0,0,202.85,5,25,24
10685,0,0,12.95,1,1,173
10686,0,0,121.45,4,16,389
10687,0,0,127,3,9,138
10688,0,0,320.9,8,64,64
10689,1,0,50,2,4,392
10690,0,0,95,2,4,30
10691,0,0,129.5,3,9,120
10692,1,0,60.8,5,25,19
10693,1,0,450,9,81,20
10694,0,0,95,1,1,674
10695,1,0,355.5,7,49,30
10696,0,0,76,2,4,547
10697,1,0,923.1,24,576,37
10698,0,0,24,1,1,112
10699,1,0,83.5,3,9,243
10700,0,0,45,3,9,137
10701,0,0,213,8,64,399
10702,0,0,94,2,4,145
10703,1,0,154,5,25,68
10704,0,0,39.5,2,4,112
10705,0,33.25,429.45,11,121,79
10706,1,57,164.7,8,64,10
10707,1,0,62,2,4,421
10708,0,0,29.5,1,1,18
10709,1,0,25,1,1,106
10710,0,0,158,2,4,102
10711,0,0,69.9,2,4,159
10712,0,25,644.95,22,484,73
10713,0,0,346.5,10,100,221
10714,0,0,177.65,4,16,70
10715,1,0,149.45,5,25,152
10716,0,0,294.9,10,100,187
10717,0,0,50.85,3,9,122
10718,0,0,194.85,6,36,27
10719,1,0,104,4,16,70
10720,0,0,170,2,4,475
10721,1,0,34,2,4,379
10722,1,0,422,9,81,100
10723,0,29,174,4,16,427
10724,0,0,116.5,4,16,313
10725,0,16,113.95,3,9,94
10726,1,29.5,1904.6,69,4761,28
10727,1,0,1807.7,45,2025,479
10728,1,0,160.5,5,25,84
10729,0,0,99,6,36,106
10730,0,49.5,206,4,16,11
10731,0,0,38,1,1,24
10732,0,0,1639.65,52,2704,29
10733,0,0,154,5,25,494
10734,0,0,117,5,25,103
10735,1,0,237,4,16,102
10736,1,0,472.95,6,36,272
10737,0,0,237.5,8,64,14
10738,1,0,357,8,64,63
10739,1,0,123.95,2,4,378
10740,0,0,98,3,9,685
10741,0,0,159,1,1,397
10742,0,0,99,5,25,151
10743,0,1408.1,8187.45,202,40804,14
10744,0,0,89,1,1,601
10745,1,0,592.95,11,121,216
10746,0,0,151.9,8,64,94
10747,1,0,73,4,16,300
10748,1,138.95,362,10,100,81
10749,1,0,74.85,3,9,364
10750,0,0,109,3,9,263
10751,0,0,78,2,4,115
10752,0,0,136,4,16,373
10753,0,0,68.5,2,4,27
10754,1,0,108,3,9,402
10755,0,19,229,9,81,9
10756,0,0,184.1,11,121,118
10757,0,0,24,1,1,601
10758,0,0,378,3,9,427
10759,0,0,537,17,289,16
10760,1,599,44,1,1,101
10761,0,0,29,1,1,391
10762,1,0,112.95,5,25,151
10763,0,0,35,1,1,461
10764,1,0,71,2,4,69
10765,0,0,24,1,1,704
10766,0,16.95,76.25,3,9,12
10767,0,0,362.95,10,100,309
10768,0,0,44,1,1,15
10769,0,0,39,1,1,22
10770,1,0,255,8,64,27
10771,1,0,388,8,64,62
10772,0,0,45,1,1,718
10773,0,0,99,2,4,391
10774,1,0,1360.65,30,900,24
10775,0,0,448,21,441,134
10776,1,0,310.5,7,49,62
10777,0,0,278.1,8,64,26
10778,0,0,89,1,1,392
10779,0,0,53.95,2,4,666
10780,0,0,39.5,2,4,508
10781,0,0,46.5,2,4,406
10782,1,0,54.95,3,9,523
10783,1,69.45,538.45,19,361,67
10784,0,0,49,1,1,164
10785,0,0,34.5,1,1,19
10786,0,79,117,3,9,327
10787,0,0,349,8,64,29
10788,0,0,69,1,1,378
10789,0,0,157.2,6,36,206
10790,0,0,209.7,5,25,418
10791,0,80,107.95,3,9,13
10792,1,17,119,9,81,92
10793,0,0,166.5,3,9,13
10794,1,0,96.95,3,9,571
10795,0,0,17,1,1,623
10796,1,0,88,2,4,93
10797,0,0,79,1,1,29
10798,0,0,141,3,9,71
10799,1,0,105.5,6,36,484
10800,1,0,294.7,6,36,542
10801,1,97.5,191.29,9,81,488
10802,0,0,138,2,4,243
10803,1,0,157.5,3,9,385
10804,0,22,154.5,5,25,22
10805,1,0,126,3,9,259
10806,1,0,337,3,9,44
10807,0,0,0,1,1,377
10808,0,68,217.8,12,144,3
10809,1,0,59,1,1,392
10810,1,0,39,1,1,33
10811,1,0,190,6,36,12
10812,0,0,89,1,1,19
10813,0,79,289.5,5,25,29
10814,0,0,19,1,1,724
10815,1,0,725.1,24,576,179
10816,1,0,227,4,16,347
10817,1,49.5,944.85,31,961,81
10818,0,0,97,3,9,33
10819,0,0,99,2,4,387
10820,0,0,29,1,1,264
10821,0,0,158,2,4,467
10822,1,0,135,5,25,29
10823,0,0,135.5,4,16,24
10824,0,57,222,4,16,19
10825,1,0,198,5,25,348
10826,0,109.85,489.5,13,169,73
10827,0,0,69,1,1,379
10828,0,0,88,2,4,147
10829,1,160,1815.95,53,2809,1
10830,1,0,402.45,5,25,357
10831,0,0,74,1,1,24
10832,0,0,230,5,25,368
10833,0,49.5,108.5,2,4,13
10834,0,0,126,4,16,329
10835,0,15,895.35,24,576,113
10836,1,280.45,1007.5,23,529,413
10837,0,0,29.5,1,1,393
10838,0,44,238.5,11,121,26
10839,0,0,102,2,4,429
10840,0,172.5,220.95,12,144,313
10841,0,0,38,2,4,388
10842,0,0,595,15,225,21
10843,0,104,63,2,4,24
10844,1,0,168.9,6,36,145
10845,1,87,221.85,5,25,394
10846,0,44,194.5,5,25,15
10847,1,0,32,1,1,288
10848,0,0,516.5,14,196,14
10849,0,0,221,4,16,17
10850,0,0,225.45,6,36,67
10851,0,0,103.95,2,4,554
10852,1,0,87,3,9,36
10853,1,0,108,5,25,53
10854,0,0,103,5,25,22
10855,0,0,589.95,13,169,23
10856,0,67,16.5,3,9,20
10857,0,0,115.35,6,36,316
10858,0,0,160.45,4,16,39
10859,1,0,69.45,3,9,189
10860,0,0,34,1,1,33
10861,0,0,201,6,36,4
10862,1,0,298,2,4,313
10863,0,94.9,2049.85,54,2916,29
10864,1,0,87.5,3,9,70
10865,0,0,200.5,5,25,138
10866,1,0,186.75,7,49,19
10867,1,51.5,368.5,9,81,27
10868,1,0,267,7,49,32
10869,0,0,135,4,16,395
10870,0,0,75,2,4,681
10871,0,0,20,1,1,218
10872,0,0,158.9,3,9,201
10873,0,0,74.5,3,9,25
10874,1,0,422,6,36,95
10875,0,0,82,3,9,44
10876,1,0,0,2,4,37
10877,0,0,44,1,1,30
10878,1,0,49,1,1,68
10879,0,59,1504.5,50,2500,165
10880,0,133.8,37,2,4,431
10881,0,0,59,1,1,408
10882,0,0,230,5,25,413
10883,0,0,99,2,4,392
10884,1,0,248.95,6,36,169
10885,0,49,112,6,36,69
10886,0,39.5,46,1,1,43
10887,0,0,50,1,1,413
10888,0,0,200,6,36,422
10889,0,68.5,338,6,36,15
10890,0,277.95,134,2,4,67
10891,0,0,98.95,2,4,552
10892,0,21,60,2,4,25
10893,1,0,73,2,4,546
10894,0,0,91.8,4,16,553
10895,1,0,79,2,4,414
10896,0,4.95,38,1,1,396
10897,0,129,471,10,100,11
10898,0,41.5,669.95,26,676,14
10899,0,0,76,3,9,431
10900,1,0,170,6,36,48
10901,1,0,122.95,3,9,60
10902,0,0,195.5,4,16,406
10903,0,14,243,9,81,21
10904,1,0,139,4,16,31
10905,0,0,99,1,1,457
10906,0,0,115.5,3,9,18
10907,0,0,64,4,16,20
10908,0,0,111.85,4,16,2
10909,0,0,319.4,10,100,302
10910,0,0,76.5,2,4,110
10911,0,0,138.95,2,4,397
10912,0,0,177,2,4,442
10913,0,0,49.5,1,1,17
10914,0,0,22.95,1,1,65
10915,1,0,111.99,4,16,157
10916,1,0,70,4,16,157
10917,0,0,15,1,1,67
10918,0,0,73,2,4,390
10919,0,0,90,1,1,407
10920,1,0,249.5,9,81,365
10921,0,0,106.9,5,25,140
10922,0,0,63.4,4,16,200
10923,0,0,210,6,36,11
10924,0,85.95,228.5,6,36,22
10925,1,0,486.95,18,324,383
10926,0,15,629.75,25,625,121
10927,0,0,75,1,1,408
10928,0,0,186,3,9,12
10929,0,0,652.75,17,289,22
10930,1,0,258,3,9,391
10931,1,109,411.45,11,121,21
10932,1,0,265.8,24,576,172
10933,0,0,218,2,4,29
10934,0,0,39.2,4,16,32
10935,0,0,283,3,9,382
10936,0,0,116,3,9,583
10937,0,63,39,1,1,48
10938,0,0,25,1,1,534
10939,0,0,296,10,100,620
10940,1,0,428,9,81,199
10941,1,0,277,11,121,56
10942,1,0,664,13,169,24
10943,1,0,219,4,16,151
10944,1,75,210,4,16,137
10945,0,28.95,404.95,8,64,92
10946,0,0,44,1,1,22
10947,1,0,256,9,81,29
10948,0,0,88,3,9,13
10949,1,0,354.45,8,64,64
10950,0,0,112,4,16,122
10951,1,0,196,3,9,119
10952,0,0,69,1,1,529
10953,0,0,69,1,1,527
10954,0,0,189,1,1,43
10955,0,0,85,2,4,57
10956,0,0,22,1,1,20
10957,0,0,82,3,9,22
10958,0,0,69.45,3,9,15
10959,1,0,224,10,100,1
10960,0,0,69,1,1,711
10961,0,0,49.5,1,1,435
10962,0,0,199,1,1,21
10963,0,0,29,1,1,434
10964,0,0,22.95,1,1,713
10965,0,0,249,9,81,25
10966,0,0,105.5,3,9,16
10967,1,0,98.5,3,9,44
10968,0,0,131.95,4,16,387
10969,0,0,63,3,9,150
10970,1,0,99,2,4,30
10971,0,0,117,3,9,461
10972,0,0,0,2,4,347
10973,0,0,298,9,81,30
10974,0,0,332.85,10,100,214
10975,0,0,49,1,1,677
10976,0,0,30,2,4,73
10977,1,0,394.9,7,49,285
10978,0,0,258.95,5,25,26
10979,1,0,62,2,4,645
10980,1,0,128,2,4,336
10981,0,0,137,3,9,21
10982,0,0,250,5,25,13
10983,0,0,58.5,2,4,347
10984,0,0,215.5,5,25,501
10985,0,0,198,6,36,386
10986,1,0,88,2,4,396
10987,0,0,14.95,1,1,679
10988,1,73,268.5,7,49,27
10989,1,49,119,3,9,392
10990,0,0,69,1,1,387
10991,0,0,133,2,4,71
10992,0,0,215.65,8,64,208
10993,1,0,138.5,6,36,14
10994,1,0,177,5,25,48
10995,0,0,113,3,9,254
10996,1,0,230.5,7,49,16
10997,1,0,678,3,9,376
10998,0,0,40,1,1,433
10999,0,0,153.5,3,9,24
11000,0,0,83,2,4,402
11001,1,0,337,11,121,17
11002,1,0,132.5,3,9,28
11003,0,0,59,1,1,12
11004,0,0,174.5,4,16,380
11005,0,0,44.95,1,1,486
11006,1,0,59,2,4,380
11007,0,129,128.85,6,36,26
11008,1,0,39,1,1,276
11009,1,0,478.5,14,196,68
11010,1,0,430.45,6,36,20
11011,0,0,107,3,9,393
11012,1,28.95,29,1,1,471
11013,1,0,0,1,1,380
11014,1,0,79,4,16,394
11015,0,0,18.95,2,4,683
11016,0,0,69,1,1,139
11017,1,0,2148.25,43,1849,23
11018,1,0,140,4,16,156
11019,1,0,44,1,1,408
11020,1,79,246,6,36,31
11021,0,0,495.9,9,81,28
11022,1,49.45,867.5,26,676,14
11023,0,0,55,2,4,306
11024,0,0,304.65,10,100,150
11025,0,0,217.5,11,121,539
11026,0,0,52.45,3,9,134
11027,0,0,0,1,1,572
11028,1,29,761,19,361,18
11029,0,0,52,1,1,469
11030,1,0,106,3,9,576
11031,1,0,121.5,2,4,106
11032,1,0,60,1,1,458
11033,0,0,128,4,16,20
11034,0,0,29.95,1,1,703
11035,0,0,413.5,10,100,99
11036,0,0,182.35,6,36,429
11037,0,0,75,1,1,385
11038,0,0,67.5,2,4,25
11039,0,0,0,1,1,13
11040,1,0,447,12,144,29
11041,0,0,49.5,1,1,366
11042,0,0,147,4,16,385
11043,0,0,121,3,9,17
11044,0,0,338,13,169,304
11045,1,0,598.5,18,324,56
11046,1,0,227.5,5,25,128
11047,1,0,251,6,36,21
11048,0,0,232.8,6,36,94
11049,0,0,26,1,1,334
11050,0,0,49,1,1,383
11051,1,0,162,6,36,386
11052,0,0,69,1,1,22
11053,0,0,94.85,3,9,703
11054,0,0,22,1,1,402
11055,1,0,392,9,81,58
11056,0,0,500.85,21,441,14
11057,0,0,104.85,5,25,168
11058,0,0,44,1,1,100
11059,1,0,165,5,25,51
11060,1,0,159,7,49,21
11061,0,0,287.35,7,49,12
11062,0,0,83.5,3,9,73
11063,1,0,54.5,3,9,74
11064,1,0,248.8,8,64,23
11065,0,0,171,5,25,418
11066,1,0,86.4,3,9,313
11067,1,0,109,3,9,49
11068,0,0,293,6,36,59
11069,1,91,193.95,11,121,15
11070,1,0,173,4,16,21
11071,0,0,169,3,9,399
11072,1,149.9,365,9,81,14
11073,0,0,123.6,6,36,122
11074,0,0,83.5,3,9,63
11075,0,0,103,2,4,134
11076,1,0,118.75,4,16,64
11077,0,0,162.75,6,36,629
11078,0,0,67.95,2,4,214
11079,0,0,274,8,64,21
11080,1,0,264.45,9,81,8
11081,1,49.9,235.8,6,36,390
11082,0,0,99,2,4,401
11083,0,0,276.5,10,100,19
11084,0,0,56.75,6,36,168
11085,1,248,148,4,16,268
11086,0,0,128,2,4,24
11087,1,0,492.5,14,196,21
11088,0,287,187.95,7,49,228
11089,0,0,283,7,49,151
11090,1,0,58,2,4,623
11091,0,0,136,2,4,162
11092,0,0,75,1,1,195
11093,0,0,39.5,2,4,492
11094,0,0,82.5,3,9,19
11095,0,0,88.5,3,9,21
11096,1,69,152,3,9,327
11097,0,0,81,4,16,14
11098,0,0,29,1,1,127
11099,0,0,89,1,1,420
11100,1,0,206,4,16,400
11101,0,68.95,389.5,10,100,17
11102,1,0,91,3,9,20
11103,1,0,104.7,5,25,588
11104,0,0,120,4,16,261
11105,1,0,123.5,4,16,136
11106,1,0,118,2,4,154
11107,0,0,87.5,2,4,375
11108,0,0,29.5,1,1,15
11109,0,0,68.5,2,4,21
11110,0,0,39.5,2,4,502
11111,0,0,148,5,25,196
11112,0,0,42,1,1,494
11113,0,0,131,3,9,313
11114,1,0,126,3,9,67
11115,1,0,103,2,4,463
11116,1,0,258.95,10,100,76
11117,0,0,80,2,4,407
11118,1,0,103,7,49,20
11119,0,0,160.5,3,9,449
11120,0,0,324.8,5,25,333
11121,0,0,462,16,256,435
11122,1,0,139,6,36,20
11123,0,0,86,3,9,553
11124,0,0,59.5,1,1,408
11125,0,0,74,2,4,22
11126,0,0,39.5,2,4,518
11127,1,0,473.95,11,121,222
11128,1,0,29,1,1,313
11129,0,0,280.9,8,64,50
11130,0,0,115.75,5,25,180
11131,0,0,29,1,1,519
11132,1,0,0,1,1,385
11133,0,0,142,5,25,391
11134,0,208,241.9,4,16,357
11135,1,0,432.85,17,289,49
11136,1,0,138,4,16,32
11137,1,0,321,6,36,25
11138,0,0,353,10,100,32
11139,1,0,228,5,25,263
11140,0,0,24,1,1,722
11141,1,0,286,5,25,390
11142,1,0,68,2,4,88
11143,1,103.9,61,4,16,93
11144,0,0,32,2,4,14
11145,0,0,224,7,49,39
11146,0,0,39.5,2,4,479
11147,1,0,129,4,16,22
11148,1,0,22,1,1,51
11149,0,0,177.9,6,36,162
11150,0,0,99,1,1,88
11151,0,86,24.95,1,1,554
11152,0,0,59,2,4,337
11153,1,0,565.45,19,361,53
11154,1,0,124,3,9,182
11155,1,0,36,1,1,308
11156,0,0,162.15,6,36,532
11157,0,0,118,2,4,643
11158,1,0,24,2,4,55
11159,0,0,78,2,4,460
11160,1,0,159.5,5,25,195
11161,0,0,39.5,2,4,131
11162,0,0,0,1,1,13
11163,0,0,46,3,9,31
11164,0,0,89,1,1,463
11165,0,0,91,2,4,152
11166,1,0,237,3,9,56
11167,0,0,31.5,1,1,686
11168,1,0,59,2,4,56
11169,1,0,401,7,49,198
11170,1,0,251,4,16,19
11171,1,0,34,1,1,13
11172,0,0,77.5,2,4,710
11173,1,0,10,1,1,129
11174,0,49,64.85,3,9,543
11175,0,0,322.5,7,49,49
11176,0,29,130,5,25,488
11177,1,0,810,15,225,22
11178,0,0,0,1,1,491
11179,1,0,68,2,4,162
11180,1,0,245.9,7,49,53
11181,0,0,251,5,25,488
11182,0,0,57.5,2,4,372
11183,1,0,214,8,64,385
11184,1,0,53,2,4,62
11185,0,0,134.85,3,9,553
11186,0,3,178.5,5,25,53
11187,0,0,416.5,9,81,99
11188,0,0,57,2,4,638
11189,0,24.5,178.7,7,49,540
11190,1,0,119,4,16,22
11191,1,98.5,497.5,10,100,22
11192,0,0,166,5,25,652
11193,1,0,156,7,49,27
11194,1,0,267.5,8,64,21
11195,0,0,183.45,16,256,143
11196,0,0,456.7,10,100,3
11197,1,0,160,6,36,52
11198,1,0,89,3,9,499
11199,1,0,101.5,5,25,154
11200,1,105,207.55,8,64,337
11201,0,121.85,262,4,16,18
11202,0,0,84.9,2,4,622
11203,1,87.8,463.25,15,225,382
11204,1,138.5,906.45,24,576,187
11205,0,0,184,5,25,27
11206,0,0,32.9,2,4,179
11207,0,0,29,1,1,329
11208,0,0,49,1,1,24
11209,0,0,109.5,3,9,16
11210,0,0,59,1,1,624
11211,1,0,127,3,9,55
11212,1,0,453.95,17,289,20
11213,1,0,19.95,1,1,174
11214,1,0,61.9,3,9,42
11215,0,0,35,1,1,418
11216,0,0,422.5,11,121,10
11217,1,0,39.5,2,4,510
11218,0,0,290.95,10,100,147
11219,1,0,82,3,9,27
11220,0,0,470.75,20,400,83
11221,0,0,52,1,1,11
11222,1,0,229,2,4,407
11223,0,0,0,2,4,22
11224,0,0,44,1,1,403
11225,0,0,86.5,3,9,21
11226,0,0,19.95,1,1,520
11227,0,0,118,3,9,306
11228,0,0,49,1,1,381
11229,1,74.65,138,2,4,421
11230,0,0,45,1,1,57
11231,1,0,35,1,1,164
11232,0,0,113.5,4,16,275
11233,1,0,118,4,16,71
11234,0,0,162,3,9,161
11235,0,0,174.4,7,49,4
11236,0,15,105,3,9,63
11237,0,0,81,2,4,244
11238,0,163.45,996.8,21,441,9
11239,0,0,99,1,1,248
11240,1,0,261.25,9,81,3
11241,1,0,58,2,4,401
11242,1,0,30,1,1,665
11243,0,0,153.5,4,16,383
11244,0,187.5,120,1,1,395
11245,0,0,142,3,9,7
11246,1,0,69.5,4,16,47
11247,0,0,87,3,9,31
11248,1,95,1520.1,55,3025,16
11249,0,0,44,1,1,388
11250,1,0,313,12,144,295
11251,1,0,202,6,36,242
11252,0,0,64,1,1,215
11253,1,0,652,14,196,17
11254,0,0,139.5,4,16,30
11255,1,0,1084,28,784,35
11256,0,0,230.5,6,36,23
11257,1,0,70,3,9,391
11258,0,0,34,2,4,448
11259,0,75,319,8,64,293
11260,0,0,78.5,4,16,92
11261,0,0,44,1,1,248
11262,0,0,44.5,3,9,480
11263,0,0,68,1,1,687
11264,1,96,196,7,49,66
11265,0,0,49,1,1,81
11266,0,0,937,18,324,47
11267,0,89,19,1,1,263
11268,0,0,44.9,2,4,680
11269,0,0,17,1,1,544
11270,0,0,70,4,16,96
11271,1,133,69,1,1,52
11272,1,0,439.75,14,196,33
11273,0,0,79,4,16,132
11274,0,0,146,4,16,688
11275,1,127.8,123.45,3,9,89
11276,1,0,128,2,4,25
11277,0,0,172,7,49,243
11278,0,0,57.25,2,4,645
11279,1,0,229.65,9,81,595
11280,0,0,70.45,3,9,104
11281,1,194,606.95,19,361,528
11282,0,0,60.25,4,16,376
11283,1,0,39,1,1,368
11284,1,29.5,158,4,16,48
11285,1,0,126,4,16,18
11286,0,0,29.5,1,1,396
11287,0,0,58,2,4,382
11288,0,0,367,9,81,637
11289,1,0,147,3,9,469
11290,0,0,65.43,5,25,156
11291,1,0,123.3,7,49,133
11292,0,290.5,228.95,6,36,46
11293,0,0,39,1,1,416
11294,0,0,255,5,25,395
11295,0,0,277,3,9,576
11296,0,0,68,2,4,32
11297,0,0,585.85,17,289,17
11298,0,0,104.5,7,49,257
11299,0,0,217,8,64,16
11300,1,51.85,310,13,169,143
11301,1,99,133,2,4,21
11302,0,0,99,1,1,23
11303,0,0,20,1,1,652
11304,1,0,134.4,7,49,15
11305,1,0,118,2,4,389
11306,1,0,72,2,4,402
11307,1,155.9,337.75,17,289,2
11308,0,0,95,1,1,661
11309,0,0,78,2,4,5
11310,0,0,132.5,4,16,22
11311,0,0,14.75,3,9,207
11312,0,0,39,1,1,460
11313,1,0,631.45,35,1225,3
11314,0,44,68,2,4,614
11315,0,0,329.5,7,49,38
11316,1,0,38,1,1,627
11317,0,0,41.95,2,4,676
11318,0,0,146,3,9,74
11319,0,0,125,4,16,469
11320,0,0,82.5,3,9,378
11321,0,0,377,4,16,90
11322,0,0,24,1,1,380
11323,0,0,147.5,5,25,629
11324,1,29,351.45,14,196,27
11325,1,18,354.9,11,121,376
11326,0,0,44,1,1,274
11327,0,0,215,4,16,158
11328,0,52.95,68,2,4,414
11329,1,0,73,2,4,11
11330,0,0,67,2,4,304
11331,1,0,48,2,4,7
11332,1,0,75,3,9,51
11333,1,0,55.85,3,9,552
11334,0,0,44,1,1,384
11335,0,0,29,1,1,211
11336,0,0,55,1,1,8
11337,1,377,235.5,11,121,616
11338,0,0,48,3,9,13
11339,0,0,199,1,1,443
11340,0,0,140,4,16,15
11341,0,0,29.5,1,1,377
11342,0,0,30,1,1,24
11343,0,0,69,1,1,46
11344,1,0,1531.95,26,676,30
11345,0,0,28,2,4,518
11346,0,0,293.6,12,144,163
11347,1,29,526,11,121,374
11348,0,0,78.85,4,16,424
11349,0,0,39.5,2,4,489
11350,0,0,39.95,1,1,674
11351,1,0,481.2,10,100,291
11352,0,0,265.45,6,36,23
11353,1,215.5,220.15,12,144,100
11354,1,0,30,1,1,33
11355,0,0,20,1,1,476
11356,0,0,220,4,16,23
11357,0,0,152.5,4,16,20
11358,0,121.5,508,12,144,48
11359,1,0,133,6,36,62
11360,0,29,857.5,26,676,12
11361,1,84.95,858.4,24,576,42
11362,0,0,78,2,4,26
11363,1,0,159,1,1,345
11364,1,78.5,64.5,1,1,131
11365,1,19,93.5,2,4,36
11366,0,0,29,1,1,21
11367,0,0,81.35,12,144,43
11368,0,29,98.4,4,16,63
11369,1,0,88,2,4,385
11370,0,0,64,1,1,463
11371,0,0,94,3,9,217
11372,0,0,24,1,1,383
11373,0,0,197,3,9,19
11374,0,0,24,1,1,256
11375,1,267.95,3334,87,7569,28
11376,1,0,167,3,9,68
11377,0,29.5,322.15,10,100,137
11378,1,0,106,3,9,53
11379,1,359.95,1298.75,23,529,27
11380,1,0,69.95,1,1,368
11381,1,199,356,16,256,182
11382,1,0,263,7,49,421
11383,1,28.25,204,5,25,48
11384,0,0,149,1,1,462
11385,0,0,19,1,1,192
11386,1,0,384.88,13,169,17
11387,1,0,105,3,9,25
11388,1,289.3,108.9,3,9,247
11389,1,87.95,334.5,10,100,11
11390,1,0,69.45,2,4,349
11391,0,0,428.9,11,121,22
11392,1,55.25,660,12,144,44
11393,0,0,124.7,6,36,587
11394,1,0,123,3,9,40
11395,1,0,240,6,36,331
11396,1,0,68,1,1,377
11397,0,0,27.75,3,9,519
11398,0,0,44,1,1,11
11399,0,0,198.9,4,16,539
11400,1,0,88.95,4,16,147
11401,1,85,732,14,196,45
11402,1,0,540.85,5,25,552
11403,1,0,97.95,4,16,130
11404,0,0,298.8,9,81,279
11405,1,169,92,2,4,722
11406,1,0,159,4,16,89
11407,0,0,221.75,9,81,13
11408,0,0,107.95,2,4,210
11409,0,119,204.3,12,144,94
11410,1,0,39.7,3,9,472
11411,0,0,65.95,3,9,120
11412,0,29.5,58,2,4,577
11413,0,39,248,6,36,480
11414,0,0,70,2,4,391
11415,0,0,0,2,4,14
11416,0,0,29,1,1,382
11417,0,0,39.5,1,1,29
11418,0,0,112.9,4,16,19
11419,0,0,19,2,4,647
11420,0,75,16.95,1,1,383
11421,1,0,44,1,1,122
11422,0,0,15,1,1,134
11423,0,0,29.5,1,1,17
11424,0,104,123.5,4,16,17
11425,1,0,293.35,7,49,11
11426,0,0,192,7,49,162
11427,0,0,143,4,16,323
11428,1,0,377.45,14,196,35
11429,0,0,167.2,5,25,187
11430,1,100,908.2,34,1156,18
11431,0,0,99,1,1,14
11432,0,252,34,2,4,46
11433,0,0,101,4,16,633
11434,0,0,0,1,1,47
11435,1,0,169.5,4,16,435
11436,0,0,29.5,1,1,15
11437,1,29,229.95,8,64,220
11438,1,0,0,1,1,392
11439,0,0,365.7,9,81,236
11440,0,0,851.95,19,361,402
11441,1,0,261,9,81,29
11442,1,0,757,20,400,106
11443,0,0,184.95,9,81,525
11444,1,0,34.9,2,4,541
11445,1,0,159,1,1,395
11446,0,0,42,2,4,466
11447,1,0,57,2,4,497
11448,1,0,108.5,3,9,343
11449,1,0,69,4,16,378
11450,1,0,449.95,17,289,9
11451,1,0,224,8,64,35
11452,0,0,175,3,9,408
11453,0,0,164,4,16,31
11454,1,0,106.5,4,16,90
11455,0,0,49.5,1,1,13
11456,1,0,211,5,25,146
11457,0,0,92,2,4,365
11458,0,0,89,1,1,532
11459,0,0,34.95,1,1,726
11460,0,48.95,89.95,1,1,118
11461,0,0,76.95,3,9,416
11462,1,0,75,3,9,360
11463,0,0,25,1,1,590
11464,0,0,71,2,4,143
11465,0,0,826.58,17,289,1
11466,1,0,34.95,1,1,549
11467,1,0,529.95,12,144,310
11468,1,0,70.95,3,9,392
11469,1,0,194.5,6,36,22
11470,0,0,82.95,3,9,390
11471,1,0,257,6,36,207
11472,1,0,92,3,9,16
11473,0,0,123.5,6,36,26
11474,0,0,118,3,9,5
11475,1,16,138,3,9,484
11476,0,0,254,6,36,28
11477,1,0,132,2,4,385
11478,1,75,68.4,4,16,42
11479,0,0,133,3,9,714
11480,0,0,249,3,9,223
11481,1,0,49,1,1,709
11482,0,0,129,1,1,546
11483,0,0,44,1,1,405
11484,0,0,59,1,1,378
11485,1,0,261,4,16,22
