"customer","purchase_amt","email","revenue","number_of_orders","number_of_orders2","recency_days","distance","weights","subclass","pred_purchase_amt"
13686,0,0,138,4,16,445,0.317281592484526,1,"459",9.79446216204066
13689,0,1,276,9,81,287,0.406537771547871,1,"1453",20.6404061160964
13692,0,0,289.45,11,121,26,0.432120920809937,1,"8899",25.5697771327073
13693,0,1,122.5,4,16,390,0.313410131760048,1,"1454",12.7178992841395
13696,0,1,216.5,6,36,38,0.375513423255496,1,"1455",22.4757047626559
13697,0,1,37,2,4,45,0.282035910800613,1,"1456",16.2278180740912
13698,0,0,122,3,9,9,0.320846084258885,1,"250",15.5679286270918
13699,0,0,163,2,4,453,0.313868992209915,1,"2127",8.68352822246944
13700,0,1,199,1,1,348,0.324567463070052,1,"1458",11.7035728123937
13701,108.5,1,29.95,1,1,704,0.252002462922276,1,"1459",6.63035009060677
13703,0,0,69,4,16,360,0.294673185009058,1,"3247",10.4485015002477
13705,0,0,148.5,5,25,24,0.342825127205841,1,"2552",17.3846268656465
13706,0,1,405,4,16,391,0.427937601224786,1,"1460",15.0020319035444
13707,0,1,188,2,4,661,0.315813180863645,1,"1461",8.31630794546209
13708,0,0,54.9,2,4,648,0.268211502784433,1,"6611",6.23855303501185
13709,0,1,18,1,1,513,0.254076987356337,1,"1462",8.47957526915018
13710,0,0,58,2,4,463,0.275395576246974,1,"4406",8.01161162972891
13714,0,0,63.5,2,4,427,0.278525184311015,1,"4157",8.42826256013744
13716,0,0,124,2,4,391,0.301543181274708,1,"3581",9.17765580802674
13717,29,0,55,2,4,417,0.275880754770509,1,"6469",8.4924623041749
13718,84,0,0,4,16,24,0.281424905727951,1,"6714",15.0962230432174
13719,87.95,0,177.5,3,9,102,0.338870271625669,1,"3146",14.4066684760327
13720,0,1,74,1,1,683,0.267487391229805,1,"1463",7.02299616422072
13721,0,0,0,4,16,380,0.269567065347003,1,"280",9.75888750819239
13722,49,0,328.95,8,64,35,0.434186531720123,1,"8684",22.2526385371221
13724,0,0,125,5,25,697,0.309137260349244,1,"3299",7.45270241395508
13725,0,0,0,1,1,8,0.264212928542034,1,"8567",12.9008699093706
13726,0,0,146,4,16,123,0.332131817577408,1,"7054",14.6186151165928
13727,0,1,24,1,1,498,0.256548269990757,1,"1464",8.67990461122565
13728,0,0,46,4,16,163,0.293147777296646,1,"4642",13.138607636368
13729,0,0,65.9,2,4,357,0.281727587735759,1,"2040",9.24196518079671
13731,99.9,0,250,5,25,88,0.381336927850373,1,"6717",17.1056876185888
13733,19,0,97.5,3,9,704,0.287259128623932,1,"7293",6.3598039506357
13734,0,1,59,1,1,370,0.272612973272062,1,"1465",10.4506408042929
13735,0,0,246.95,7,49,119,0.39058730849905,1,"5716",18.3875204655356
13737,0,0,390,9,81,24,0.466299867016192,1,"3301",24.4678919751811
13739,0,0,99.5,6,36,147,0.324871755911445,1,"5684",15.4995955966714
13741,0,0,87.5,3,9,22,0.307379332531393,1,"889",15.0293188550942
13743,0,0,843,23,529,13,0.690855443598539,1,"3378",55.7021237165758
13747,0,1,81,4,16,17,0.311190559630295,1,"1467",19.2083862504492
13748,0,0,25,1,1,385,0.26049864625734,1,"5437",8.14168305499631
13749,282.45,1,309,9,81,19,0.431472034433377,1,"1468",27.9827766445716
13752,29,0,299,7,49,125,0.412217729559125,1,"1431",18.799508383528
13753,0,1,255.95,4,16,33,0.379605134117411,1,"1469",20.767389554688
13754,0,1,659,17,289,40,0.610701542197858,1,"1470",46.1426686933307
13755,128,1,204.4,7,49,130,0.372594062062682,1,"1471",21.2745980827876
13757,0,0,0,2,4,380,0.258263701815381,1,"3250",8.60321895205003
13758,0,0,129,1,1,392,0.296787994587714,1,"4525",8.6247245994145
13760,0,0,201.5,6,36,17,0.370198053322169,1,"5173",19.0626658888517
13761,0,1,187,4,16,50,0.35099640912609,1,"1472",19.6245710156818
13764,0,1,294.5,9,81,39,0.424446135960854,1,"1473",27.2053995584622
13765,0,0,552.95,11,121,3,0.547735021802231,1,"1710",29.9556302043639
13768,0,0,79.5,3,9,26,0.304267020069535,1,"1981",14.8892665316718
13770,0,1,110,3,9,376,0.303195520044834,1,"1474",12.0975143859854
13771,0,0,338,7,49,379,0.418488319608827,1,"5821",14.3204230418515
13773,0,1,39,1,1,646,0.256841268678859,1,"1475",7.21171205873818
13774,69,1,367.5,8,64,60,0.449786124833978,1,"1476",26.3070684436566
13777,0,1,116.8,7,49,53,0.340408521302376,1,"1477",22.0801013636813
13778,0,0,195.85,5,25,352,0.349178469031766,1,"2515",12.1109595906609
13779,0,0,403,7,49,22,0.461151444709593,1,"106",22.3024179976651
13781,0,1,339,3,9,29,0.40765462247752,1,"1478",20.6767074504631
13782,0,1,253.9,6,36,66,0.389861977395861,1,"1479",22.2419004388487
13784,0,0,421,8,64,135,0.469917532340096,1,"4353",20.9565956273864
13785,0,1,216,3,9,142,0.352591273383868,1,"1480",16.9995560141116
13788,0,1,39,2,4,385,0.271380011697912,1,"1481",10.7794731503792
13789,0,1,79,4,16,518,0.292831163858239,1,"1482",10.5735126441965
13790,0,1,18,1,1,686,0.24864381590769,1,"1484",6.73999714360264
13791,0,0,276,4,16,393,0.37373225401522,1,"7371",11.3862584859325
13793,0,0,98,2,4,251,0.296906831539338,1,"3852",10.7858333734524
13794,0,0,173.5,8,64,25,0.369347094324958,1,"7836",20.6874022899834
13798,0,1,106,3,9,590,0.294248297431612,1,"1485",9.22312846319793
13799,0,1,485.95,14,196,10,0.529805675480395,1,"1486",38.6937805771141
13803,0,1,118,3,9,133,0.31484211781916,1,"1487",16.2463679019772
13805,0,0,56,1,1,498,0.26736833852016,1,"8794",7.15231083373058
13806,0,0,24,1,1,271,0.263840667462183,1,"6202",9.43222830104173
13807,9.9,0,358.55,11,121,124,0.457925671901263,1,"1535",23.8849916831996
13808,1646.8,0,1061,21,441,536,0.749271700912626,1,"4934",35.1465506776788
13809,18,0,188,4,16,7,0.353032361174294,1,"7155",17.1465707517943
13810,0,0,336,10,100,151,0.442523251876266,1,"6158",21.798478478696
13811,0,0,871.2,26,676,204,0.693357807057636,1,"537",53.1785873193268
13812,0,0,497.85,13,169,68,0.529102214698875,1,"1417",29.9373093307765
13813,0,0,330.5,6,36,592,0.400904046343771,1,"8945",10.3580846218258
13815,0,0,137.9,5,25,12,0.339108996437597,1,"1528",17.5203005982153
13817,298,0,231,4,16,74,0.367790483303941,1,"2849",16.2618356461428
13819,0,0,196,5,25,15,0.362126740557699,1,"4585",18.0390192351572
13820,66.8,1,173.25,6,36,672,0.334011399857129,1,"1488",10.4263906955055
13821,0,1,110.95,4,16,262,0.313659977029852,1,"1489",14.7281990734354
13823,0,1,99,1,1,383,0.286261428506483,1,"1490",10.5386759296854
13824,0,0,235,5,25,376,0.363968541066194,1,"4074",12.0405734055019
13825,0,0,161.5,3,9,412,0.321244891786665,1,"1388",9.74173597474469
13826,243.45,1,135.5,5,25,48,0.33682542126217,1,"1491",20.181947677966
13828,0,1,302,3,9,415,0.376880808681333,1,"1492",12.9432998647972
13829,0,0,311.65,20,400,25,0.466416409258146,1,"7110",38.7113113911673
13830,0,0,158.5,4,16,32,0.340401067784011,1,"3851",16.3821077373716
13831,0,0,228.5,2,4,21,0.355390621273597,1,"6989",15.40843190948
13834,0,0,145,5,25,14,0.341822616322761,1,"4082",17.5502215295093
13835,0,0,117,3,9,19,0.318580975959361,1,"2747",15.3421211065244
13836,0,1,50.95,2,4,12,0.288131224104252,1,"1493",16.993429453624
13839,0,0,194,6,36,635,0.343524173377837,1,"7187",9.00061433805693
13840,0,0,0,1,1,464,0.249685397347462,1,"1694",7.21443117560357
13841,0,0,49.5,3,9,392,0.28077555091533,1,"5957",9.31452048424615
13842,19.95,0,165.45,7,49,382,0.347218106050605,1,"8400",12.8860172589132
13843,0,1,160.5,3,9,61,0.333760707996568,1,"1495",18.0770837963951
13844,129,1,156,3,9,30,0.333161234512973,1,"1496",18.6767042473124
13845,0,1,391.9,10,100,19,0.472247904077126,1,"1497",30.603676037005
13846,0,1,29.5,1,1,33,0.27353525264343,1,"1498",15.465922998809
13847,0,0,214.9,5,25,397,0.355066446583253,1,"6048",11.5909904490329
13850,0,1,191,5,25,26,0.359686121819524,1,"1499",21.3123860421984
13851,0,0,195,4,16,221,0.347689917663458,1,"6639",13.3829302687159
13852,0,0,141.5,4,16,11,0.334536615666266,1,"4257",16.6236666783413
13853,0,1,243.85,5,25,648,0.357071546823663,1,"1500",10.5668401219587
13855,218.95,0,1007.85,28,784,11,0.745751232666063,1,"5974",70.7469487292329
13856,109.95,1,33,2,4,35,0.28095840635819,1,"1501",16.3798364960246
13857,0,0,206,4,16,375,0.346225732180841,1,"7347",11.1563160023736
13858,0,1,16.95,1,1,704,0.247740573719946,1,"1502",6.57314899245898
13860,0,1,120.5,5,25,53,0.33080542508229,1,"1504",19.9057145073943
13862,0,1,41.5,3,9,298,0.28111808900691,1,"1505",12.7701848147848
13863,0,1,204.2,10,100,14,0.392076011697834,1,"1506",27.9859742008997
13865,0,1,69,1,1,329,0.277464856575536,1,"1507",11.0693049667224
13866,0,0,291,6,36,31,0.406812197741402,1,"1826",19.7150133928431
13867,0,0,59,1,1,38,0.28373784728255,1,"8401",12.8854159361035
13870,0,0,79,1,1,386,0.279067070671364,1,"5296",8.41847654964268
13871,0,0,422,11,121,16,0.49007857835691,1,"3438",27.664187671462
13872,0,1,38,2,4,408,0.27027654205895,1,"1509",10.4662513999255
13874,0,0,88.45,7,49,95,0.327817918456024,1,"4136",17.29055725879
13876,0,1,221,12,144,19,0.407352883703575,1,"1510",30.85803798702
13877,0,0,178.85,5,25,244,0.346522121849958,1,"6074",13.6674520515165
13878,0,1,68,2,4,408,0.280749480802736,1,"1511",10.6620470934115
13879,55,1,980.35,27,729,13,0.737665772314393,1,"1512",76.9660485983803
13880,0,0,202.35,6,36,20,0.370427979671152,1,"4313",19.0073501296983
13882,388.73,0,582.5,21,441,30,0.584734026598278,1,"1748",45.4227683096635
13883,217.5,1,2311.35,30,900,27,0.965662673795338,1,"1513",131.141547230534
13885,0,0,127.5,6,36,23,0.340334927259077,1,"8463",18.1706437556685
13890,0,1,158,2,4,414,0.313387554692132,1,"1515",11.1839658200478
13891,0,1,400,11,121,61,0.478592721047502,1,"1516",30.8609392727368
13892,0,0,267,10,100,128,0.413921591969263,1,"1021",21.5390402073448
13894,0,0,379,8,64,337,0.443331790197422,1,"2162",16.2877138046951
13895,0,1,338,2,4,231,0.391991401203415,1,"1517",15.5242233627573
13897,15,1,137,3,9,12,0.326479679124955,1,"1518",18.8600971867566
13899,0,1,362.5,15,225,15,0.478792599501045,1,"1519",37.928128708017
13900,0,1,387.95,10,100,20,0.470484746842312,1,"1521",30.5125158340893
13902,0,1,178,3,9,26,0.341914548900666,1,"1522",18.9914782168978
13903,0,1,409.95,9,81,251,0.465555520868791,1,"1523",23.0732115202376
13906,0,0,78.95,2,4,319,0.287667309466303,1,"3110",9.78218965474722
13907,0,1,247.35,7,49,24,0.394534921647813,1,"1524",24.4165906449862
13908,0,0,189,1,1,16,0.332934876332652,1,"6966",14.2870354135067
13909,0,0,286.5,6,36,13,0.405638298639145,1,"2380",20.0652412734746
13910,0,1,220.55,13,169,446,0.393750972681535,1,"1525",20.5983015878632
13911,0,0,45,2,4,47,0.284809960504611,1,"5476",13.419933929175
13913,0,0,120.95,2,4,427,0.29915955160883,1,"5802",8.74370990657687
13914,0,0,335,6,36,385,0.411133661884903,1,"1637",13.4048069153351
13915,0,0,197,6,36,15,0.368442480940699,1,"5376",19.0581028105942
13917,0,0,328.95,8,64,109,0.431154918731924,1,"4246",20.5149303401143
13918,0,1,44,1,1,21,0.279006563187449,1,"1526",15.8160086827318
13920,0,0,29.5,1,1,442,0.260182413087125,1,"6390",7.57391744409171
13921,0,1,127,3,9,68,0.320606115883656,1,"1527",17.5996341010875
13922,0,0,240.3,6,36,443,0.369444493476947,1,"4339",11.8013017219807
13923,0,0,152,5,25,18,0.344431756271899,1,"4417",17.5390226432054
13924,0,1,161,4,16,93,0.339098214847057,1,"1528",18.4301471217967
13927,0,0,16.95,1,1,729,0.246963793650539,1,"7365",5.07179131032829
13928,0,1,255,5,25,134,0.381588967799059,1,"1529",19.5779465043917
13929,0,0,690.85,26,676,400,0.614839821380525,1,"6007",41.0665721822233
13930,0,0,238,5,25,418,0.363560648811059,1,"5715",11.4535083502426
13933,0,1,195.9,3,9,9,0.349638683995152,1,"1530",19.5496483465533
13934,0,0,306.95,4,16,66,0.399504982881602,1,"5439",17.1365400096192
13935,0,0,108.95,2,4,727,0.284476913010716,1,"1009",5.8048806327953
13936,0,0,26,1,1,727,0.249981975928052,1,"4132",5.11806628060507
13938,0,0,290.75,10,100,186,0.42167137716957,1,"6264",20.4663533094328
13939,0,1,117,3,9,383,0.305540487755465,1,"1531",12.0447970283883
13943,29.5,0,529.5,14,196,9,0.548770543127693,1,"1156",33.7634357495964
13944,0,0,423.2,12,144,52,0.493310661411349,1,"5597",27.9673886521987
13945,0,1,174,4,16,620,0.32463926939162,1,"1532",9.85999675386292
13946,29.5,1,76,3,9,21,0.303148906017678,1,"1533",18.0452215691013
13947,0,0,117,4,16,2,0.325394860151875,1,"6515",16.5651731449261
13948,0,0,180,4,16,16,0.349501434308452,1,"4726",16.8932034334957
13950,0,0,513.9,9,81,421,0.503862371534859,1,"884",16.8500840344233
13951,0,1,361.95,10,100,22,0.459089457562568,1,"1535",30.0575701909002
13952,0,0,256.85,7,49,526,0.378609233290316,1,"6377",11.4119373460299
13954,16,1,1378.05,44,1936,4,0.806754851185118,1,"1536",137.745668322623
13955,0,0,60,1,1,601,0.265376237731104,1,"2369",6.23851538414994
13957,0,0,205,8,64,567,0.361148960540317,1,"6860",11.1438550113389
13958,0,1,49,2,4,198,0.28111626083915,1,"1537",13.6396727842655
13959,143,0,780.3,22,484,101,0.663467228548605,1,"976",48.3410813393168
13961,37.95,1,325.45,8,64,47,0.432191644577757,1,"1538",26.0956981619052
13962,0,1,513,15,225,11,0.544637487236532,1,"1539",40.8506642387089
13963,25,0,44,1,1,56,0.277833009252017,1,"8942",12.4937099569724
13964,0,0,171,5,25,25,0.351707567999642,1,"1002",17.5860877835783
13965,22.95,0,74,1,1,667,0.268010941836728,1,"5997",5.75136739496629
13966,68.75,0,119,1,1,13,0.306426974449887,1,"3294",13.7607634213111
13967,0,0,39,1,1,37,0.276715929899279,1,"8448",12.7479195496768
13968,0,0,218.5,5,25,11,0.371421586979259,1,"6226",18.3503177181066
13970,0,1,285.75,3,9,19,0.385767147037012,1,"1540",20.3090747243151
13972,80.9,0,192.95,3,9,1,0.348769489524472,1,"1003",16.3658712091112
13973,0,0,255.84,8,64,141,0.398826262909471,1,"8580",19.0155297310014
13974,39,1,554.8,18,324,16,0.569595816451654,1,"1541",46.8420453926048
13975,0,1,171.8,6,36,190,0.351560052994909,1,"1542",18.5311041380547
13977,112.5,1,976.95,27,729,40,0.735637905579395,1,"1543",75.2630138395799
13978,0,0,105.95,3,9,38,0.313716875560432,1,"220",14.9069692098221
13980,0,0,270.8,8,64,137,0.405277243179856,1,"4894",19.259859784446
13981,0,0,287,3,9,10,0.386641497136543,1,"2470",17.0852906505661
13983,0,1,112.5,3,9,12,0.317127686472623,1,"1544",18.6052771828462
13984,0,0,305.2,12,144,429,0.426517696787939,1,"2712",17.4059022736426
13986,0,0,247.5,7,49,17,0.394876722719103,1,"7620",20.6194554105092
13987,0,1,233,3,9,22,0.364032141534217,1,"1545",19.6646482621288
13988,0,1,793.35,18,324,53,0.666250455510332,1,"1546",50.346744057633
13989,0,1,152,3,9,24,0.331830688543359,1,"1547",18.7619631218367
13991,0,1,380.2,9,81,13,0.462492961823601,1,"1549",29.190149508396
13992,0,0,410.95,8,64,454,0.452321741699796,1,"3899",14.4612412094378
13993,0,1,18,1,1,34,0.269523594670385,1,"1550",15.3456163457376
13994,0,0,288,3,9,381,0.372473102398632,1,"6790",10.9568360323545
13995,0,1,1961.4,88,7744,230,0.424430002386036,1,"1551",259.131079426333
13997,0,0,336.5,6,36,5,0.427211822186802,1,"2081",20.8037311769826
13998,0,0,147.85,6,36,724,0.322304078045282,1,"3163",7.7789421722956
14002,0,0,321.45,10,100,381,0.426838037318497,1,"7710",16.6954018021445
14004,0,0,159,1,1,719,0.296349357228749,1,"3335",5.67065919395257
14007,0,1,199,5,25,78,0.360910935363468,1,"1554",20.2094462658633
14010,0,0,59.5,3,9,495,0.280836241560376,1,"1092",8.20200601547826
14012,0,0,1198,2,4,716,0.72796677746947,1,"927",11.851767671712
14014,0,0,44,1,1,717,0.256249196013532,1,"7395",5.25538900708325
14016,0,0,116,5,25,716,0.305112641239154,1,"1973",7.22347951277745
14017,0,0,79,3,9,149,0.299755324510066,1,"5038",12.846390208844
14018,0,0,199,1,1,715,0.311286557660302,1,"4159",5.85938139301581
14020,0,1,109.9,4,16,656,0.299294854356345,1,"1556",9.04336010677988
14022,0,0,169.85,6,36,71,0.355319204536703,1,"5058",17.6165222792149
14023,0,0,109,1,1,712,0.278677794008109,1,"2956",5.53381912818368
14024,0,0,154,2,4,635,0.304023643488863,1,"2925",6.78425446943816
14025,0,1,198,2,4,716,0.317611858071003,1,"1557",7.78653173277968
14027,0,0,173.3,9,81,126,0.370269993313084,1,"6783",19.4783505219298
14030,0,0,19.95,1,1,710,0.248532711144006,1,"1484",5.21993622703914
14035,0,0,39.5,1,1,663,0.256466816789927,1,"8593",5.64898386562662
14036,69,0,193,4,16,677,0.329861260562161,1,"8131",7.50242490051797
14039,240.98,1,396,5,25,66,0.444026302399451,1,"1558",22.7749966786259
14041,0,1,88,2,4,370,0.289169113086319,1,"1559",11.3179055890608
14042,0,0,474.4,15,225,87,0.52468668337526,1,"4476",31.7953733376331
14043,0,0,0,1,1,380,0.25232103810192,1,"395",8.06409987137252
14044,0,0,279,8,64,279,0.403023990574453,1,"378",16.4553207549033
14045,0,1,237,7,49,25,0.390179131640198,1,"1560",24.2582704100766
14046,0,1,29,1,1,392,0.261622935045424,1,"1561",9.97636639236558
14047,0,1,205.16,31,961,22,0.411668482112522,1,"1562",63.919446611109
14048,0,1,63,2,4,703,0.269191713140591,1,"1563",7.25341144743954
14049,0,1,88.95,2,4,198,0.295451019085996,1,"1564",13.9644728343946
14050,0,1,351.3,11,121,56,0.457595068734473,1,"1565",30.2737897055132
14051,0,0,55,3,9,533,0.277974629424886,1,"7992",7.77929182035704
14053,0,0,83.5,2,4,162,0.294717937177664,1,"8123",11.9391746059683
14054,86.9,1,0,1,1,116,0.260723717895574,1,"1566",13.7776828548606
14055,15,0,209,5,25,19,0.367240226663055,1,"3002",18.0881758136607
14056,0,1,120,4,16,421,0.311359525973934,1,"1567",12.2274044340489
14057,0,1,724,14,196,13,0.630703665480451,1,"1568",43.0846111455135
14059,0,1,87.5,2,4,37,0.300541540167577,1,"1569",16.8563821932746
14068,0,0,147,3,9,696,0.305590132995498,1,"592",6.64546821541225
14072,0,0,234.5,5,25,91,0.374844476653407,1,"1090",16.8977895371335
14074,34,0,122.5,3,9,41,0.319873665602314,1,"5801",14.997635471902
14075,0,0,141,6,36,31,0.345354065502236,1,"1094",18.142550597684
14078,0,1,44,1,1,713,0.256376450001175,1,"1570",6.61159089831921
14079,0,0,84,2,4,267,0.291269004901231,1,"2191",10.4804667370538
14080,0,0,88,2,4,691,0.278282484334124,1,"306",6.01415118409709
14083,0,0,227,5,25,81,0.372165367800964,1,"7145",17.0210881161315
14084,0,0,28.9,2,4,719,0.257110374116711,1,"521",5.55792606467088
14085,0,1,150,3,9,142,0.326708752965577,1,"1571",16.3738657549281
14086,0,1,157.9,6,36,553,0.332458778621834,1,"1572",11.9772252408402
14087,0,1,65,1,1,413,0.273271410783394,1,"1573",9.93469732498231
14092,0,0,127.5,6,36,20,0.340447345495032,1,"632",18.2326596602994
14093,0,1,139,1,1,516,0.296119669371707,1,"1574",9.12352777479921
14094,0,1,118.15,12,144,528,0.345299613786967,1,"1575",16.8460834971525
14097,0,0,138,4,16,15,0.333026839590952,1,"823",16.5139866939071
14099,0,1,138,6,36,122,0.340748738764152,1,"1576",19.6337818761186
14100,0,0,22,3,9,389,0.271264312669454,1,"6089",9.18943992028171
14102,0,1,519,14,196,19,0.543804879183694,1,"1577",38.9626892718148
14104,0,0,337.5,8,64,266,0.428398354156239,1,"4858",17.2672599473428
14106,0,1,473,5,25,343,0.465955952636421,1,"1578",17.4466057286915
14107,0,1,171,4,16,416,0.33098521074976,1,"1579",12.6846649958082
14108,0,0,59,1,1,723,0.261088151082988,1,"8590",5.26553428325586
14110,0,1,592.8,17,289,11,0.584023318433596,1,"1581",45.9934194717833
14111,0,1,93.95,2,4,708,0.279805377885207,1,"1582",7.35300935227293
14112,0,0,177.25,9,81,21,0.375984920755096,1,"1264",21.9250551423588
14114,0,0,429,9,81,387,0.468199421013638,1,"5836",16.7000675731679
14117,0,1,69,1,1,165,0.282985474896493,1,"1583",13.530677882861
14119,0,1,289.5,8,64,12,0.418251923021026,1,"1584",26.5745025029458
14120,12.95,1,145.5,4,16,31,0.335351557199848,1,"1585",19.5937152518273
14121,0,0,211.45,6,36,130,0.36985866849001,1,"3781",16.853885577853
14122,0,1,213.5,10,100,91,0.392890401856902,1,"1586",25.9477156054867
14123,0,0,556.9,14,196,4,0.560813495807307,1,"6119",34.3849173346508
14125,0,0,69,1,1,699,0.265256536480073,1,"3454",5.48266983292414
14126,0,1,93.45,4,16,214,0.308815711589153,1,"1587",15.4279991847121
14128,0,0,210,6,36,585,0.351763186511148,1,"4991",9.69415570471706
14129,0,0,202,3,9,710,0.325863575652468,1,"1776",6.76373579425126
14132,0,0,144,4,16,395,0.321376464646298,1,"3369",10.4732457185351
14133,0,0,209.85,3,9,609,0.332618298085008,1,"3091",7.78077080613899
14134,0,0,79,2,4,19,0.298053620874574,1,"1652",14.158641435358
14135,154,0,295,7,49,92,0.411857056457162,1,"4012",19.4670206886305
14136,0,1,226.5,6,36,392,0.365811869142846,1,"1589",15.1395046300471
14137,0,1,128.95,3,9,280,0.313682431085216,1,"1590",13.7459128178926
14139,0,0,153.9,5,25,48,0.344051691022228,1,"7191",16.9634671413826
14141,98,0,666,13,169,447,0.58598631691865,1,"752",21.8951958819794
14142,116,1,269,6,36,38,0.397280848408442,1,"1592",23.1133762233339
14145,0,0,280.8,8,64,158,0.408652706323058,1,"6374",18.914568772719
14146,0,1,44,1,1,17,0.279140876967683,1,"1593",15.8900126198172
14147,96.85,1,307.55,13,169,229,0.439501937440325,1,"1594",27.2291801532395
14149,0,0,101,3,9,394,0.29924975031812,1,"3314",9.59683975900827
14151,0,1,116,5,25,584,0.309803478180047,1,"1595",10.5818871401515
14152,0,1,242,3,9,385,0.353715272093632,1,"1596",12.9510900496327
14155,0,0,138.5,2,4,21,0.320201494327277,1,"8534",14.6249131363092
14156,0,1,85.85,3,9,348,0.29531785423873,1,"1597",12.3388167862363
14157,0,0,209.9,5,25,2,0.368265936543235,1,"7716",18.4498043171325
14158,0,0,44.9,2,4,611,0.265996342719599,1,"2904",6.51732016005549
14160,0,0,90,2,4,26,0.301848308742701,1,"6930",14.1318035738864
14162,0,0,304.7,6,36,614,0.389242323607622,1,"7991",9.91328821638844
14163,59.95,1,157.25,8,64,4,0.363562078486292,1,"1598",25.0233360143974
14165,0,0,194.05,8,64,208,0.370606194619084,1,"7500",17.0202088016537
14166,0,0,268,7,49,27,0.403074474385251,1,"30",20.6212906294188
14168,0,0,39.5,2,4,510,0.267445897275952,1,"5623",7.43855939652223
14172,0,0,87.9,5,25,19,0.319539120318399,1,"706",16.8960927495888
14173,0,0,872.8,27,729,201,0.693041854934884,1,"4581",55.2702380678901
14174,0,1,248.25,8,64,158,0.394969335174138,1,"1599",22.2492063365695
14175,0,1,136,4,16,443,0.316596535041343,1,"1600",12.0172803996793
14176,0,0,63.8,4,16,332,0.293754910740648,1,"3853",10.7876099668277
14178,0,0,48,2,4,687,0.264580899162011,1,"7077",5.88580163852687
14184,0,0,615,3,9,685,0.499899240865183,1,"4860",9.13748253588194
14185,0,1,207,8,64,40,0.382505429009672,1,"1601",24.7182885079761
14186,0,0,169,3,9,25,0.338418711926178,1,"1079",15.6980147354782
14187,0,1,197.8,7,49,83,0.371729563011313,1,"1602",22.3179251772635
14188,0,0,306.65,10,100,52,0.433952976849639,1,"2562",23.889979647959
14189,0,0,24.95,1,1,5,0.272882911618407,1,"2358",13.1415990272388
14190,0,0,1592.3,61,3721,25,0.746816423560978,1,"94",178.788666372538
14191,0,0,529.5,11,121,397,0.521174637900446,1,"4190",19.4147446617404
14192,0,0,253.5,6,36,68,0.389616182454974,1,"580",18.5234162198795
14193,190.95,1,302.25,8,64,355,0.409774295198668,1,"1604",18.4103265078881
14195,0,0,179,1,1,678,0.305144566919098,1,"6352",6.08255572044405
14196,0,0,79,2,4,679,0.275531523582914,1,"3455",6.07704534214978
14198,0,0,207.35,7,49,143,0.373293333657505,1,"2733",17.4992048656398
14199,0,1,238,6,36,36,0.384451481329253,1,"1605",22.7845015319225
14200,0,1,221,7,49,602,0.361041873900403,1,"1607",12.4217959457949
14202,0,1,112.85,3,9,358,0.304886009289852,1,"1608",12.3883301012498
14204,0,1,215.5,6,36,83,0.37334455649107,1,"1609",21.3857066821274
14205,0,1,243,9,81,684,0.37700607358179,1,"1610",12.7775380383699
14207,29.95,1,214.5,5,25,132,0.365095865708543,1,"1611",19.188583005489
14208,0,1,118,3,9,94,0.316247909825431,1,"1612",16.9958533417474
14217,0,1,61.5,2,4,41,0.290931434317522,1,"1614",16.5326382457338
14218,0,1,112,3,9,665,0.29382841720537,1,"1615",8.4012845614031
14223,0,0,212,10,100,130,0.390714153362717,1,"3790",20.8613794760219
14227,0,0,112.75,6,36,190,0.328390594431566,1,"6323",14.8481459924943
14228,0,1,64,2,4,376,0.280415274610885,1,"1616",11.0700442739203
14233,32.5,0,80.5,3,9,19,0.304884949600822,1,"1608",15.0214869064672
14234,0,0,621,21,441,9,0.601826910270533,1,"7915",47.1055017805284
14235,0,0,118.8,5,25,480,0.314582159362945,1,"6443",9.84436845398162
14236,0,0,50.5,1,1,616,0.261665537028792,1,"696",6.07265613455315
14237,0,0,502,11,121,45,0.523831191231059,1,"6941",27.9622336789961
14243,0,0,80,1,1,60,0.290504280128867,1,"3560",12.703987515839
14245,0,1,557.45,10,100,13,0.544740578107349,1,"1617",33.4072600662976
14246,0,0,276.5,10,100,18,0.42243099779237,1,"5441",24.3853001786267
14249,52,0,194.5,9,81,22,0.383050480240869,1,"5079",22.1049015231935
14253,0,0,576.7,17,289,244,0.567648628190905,1,"4861",31.2222945004701
14254,0,0,46,1,1,419,0.266525700881923,1,"2325",7.8921089657017
14256,0,0,192.4,9,81,533,0.362257724022322,1,"7873",12.2222558707772
14257,329,1,607,4,16,275,0.520590255038387,1,"1618",19.2223774677227
14258,0,0,69,1,1,44,0.287100958964085,1,"2482",12.8684997935444
14260,0,0,211.45,6,36,23,0.374030312811967,1,"4493",19.0389277186614
14263,0,1,91,2,4,472,0.286754516972006,1,"1619",9.97635716014914
14267,0,0,138.95,2,4,375,0.307647468035475,1,"8215",9.45685219782077
14268,0,1,252,6,36,259,0.381443215385604,1,"1620",17.9193778507382
14270,0,1,90.9,5,25,168,0.315288150650853,1,"1622",17.1905714192494
14271,0,0,34,1,1,397,0.263154034546973,1,"8727",8.06111999753657
14272,0,1,63.5,2,4,71,0.290620294759793,1,"1623",15.9847892549305
14274,0,0,150.95,4,16,289,0.327920399183924,1,"5763",11.9997319864794
14275,0,1,119,1,1,486,0.289910295936714,1,"1624",9.36303862910136
14276,343.5,1,1171.3,50,2500,48,0.701415223097646,1,"1625",142.316466403749
